support,itemsets
1.0,EVT:E19|KW:spawn
1.0,EVT:E17|KW:spawn
1.0,EVT:E16|KW:spawn
1.0,COMP:wsgi_server|KW:spawn
1.0,EVT:E15|KW:spawn
1.0,EVT:E14|KW:spawn
1.0,EVT:E13|KW:spawn
1.0,EVT:E12|KW:spawn
1.0,EVT:E11|KW:spawn
1.0,EVT:E10|KW:spawn
1.0,EVT:E1|KW:spawn
1.0,COMP:compute_server_external_events|KW:spawn
1.0,COMP:openstack_wsgi|KW:spawn
1.0,COMP:libvirt_imagecache|KW:spawn
1.0,COMP:libvirt_driver|KW:spawn
1.0,COMP:compute_manager|KW:spawn
1.0,COMP:compute_resource_tracker|KW:spawn
1.0,COMP:compute_claims|KW:spawn
0.6,EVT:E29|KW:spawn
1.0,KW:delete|KW:exception
1.0,KW:build|KW:exception
1.0,HOUR:00|KW:exception
1.0,FLAG:FAILURE|KW:exception
1.0,EVT:E9|KW:exception
1.0,EVT:E8|KW:exception
1.0,EVT:E7|KW:exception
1.0,EVT:E6|KW:exception
1.0,EVT:E5|KW:exception
1.0,EVT:E42|KW:exception
1.0,EVT:E41|KW:exception
1.0,EVT:E4|KW:exception
1.0,EVT:E37|KW:exception
1.0,EVT:E36|KW:exception
1.0,EVT:E35|KW:exception
1.0,EVT:E34|KW:exception
1.0,EVT:E33|KW:exception
1.0,EVT:E32|KW:exception
1.0,EVT:E31|KW:exception
1.0,EVT:E30|KW:exception
1.0,EVT:E3|KW:exception
1.0,EVT:E28|KW:exception
1.0,EVT:E27|KW:exception
1.0,EVT:E25|KW:exception
1.0,EVT:E26|KW:exception
1.0,EVT:E24|KW:exception
1.0,EVT:E23|KW:exception
1.0,EVT:E2|KW:exception
1.0,EVT:E22|KW:exception
1.0,EVT:E21|KW:exception
1.0,EVT:E20|KW:exception
1.0,EVT:E18|KW:exception
1.0,EVT:E19|KW:exception
1.0,EVT:E17|KW:exception
1.0,EVT:E16|KW:exception
1.0,COMP:wsgi_server|KW:exception
1.0,EVT:E15|KW:exception
1.0,EVT:E14|KW:exception
1.0,EVT:E13|KW:exception
1.0,EVT:E12|KW:exception
1.0,EVT:E11|KW:exception
1.0,EVT:E10|KW:exception
1.0,EVT:E1|KW:exception
1.0,COMP:compute_server_external_events|KW:exception
1.0,COMP:openstack_wsgi|KW:exception
1.0,COMP:libvirt_imagecache|KW:exception
1.0,COMP:libvirt_driver|KW:exception
1.0,COMP:compute_manager|KW:exception
1.0,COMP:compute_resource_tracker|KW:exception
1.0,COMP:compute_claims|KW:exception
0.6,EVT:E29|KW:exception
1.0,KW:build|KW:delete
1.0,HOUR:00|KW:delete
1.0,FLAG:FAILURE|KW:delete
1.0,EVT:E9|KW:delete
1.0,EVT:E8|KW:delete
1.0,EVT:E7|KW:delete
1.0,EVT:E6|KW:delete
1.0,EVT:E5|KW:delete
1.0,EVT:E42|KW:delete
1.0,EVT:E41|KW:delete
1.0,EVT:E4|KW:delete
1.0,EVT:E37|KW:delete
1.0,EVT:E36|KW:delete
1.0,EVT:E35|KW:delete
1.0,EVT:E34|KW:delete
1.0,EVT:E33|KW:delete
1.0,EVT:E32|KW:delete
1.0,EVT:E31|KW:delete
1.0,EVT:E30|KW:delete
1.0,EVT:E3|KW:delete
1.0,EVT:E28|KW:delete
1.0,EVT:E27|KW:delete
1.0,EVT:E25|KW:delete
1.0,EVT:E26|KW:delete
1.0,EVT:E24|KW:delete
1.0,EVT:E23|KW:delete
1.0,EVT:E2|KW:delete
1.0,EVT:E22|KW:delete
1.0,EVT:E21|KW:delete
1.0,EVT:E20|KW:delete
1.0,EVT:E18|KW:delete
1.0,EVT:E19|KW:delete
1.0,EVT:E17|KW:delete
1.0,EVT:E16|KW:delete
1.0,COMP:wsgi_server|KW:delete
1.0,EVT:E15|KW:delete
1.0,EVT:E14|KW:delete
1.0,EVT:E13|KW:delete
1.0,EVT:E12|KW:delete
1.0,EVT:E11|KW:delete
1.0,EVT:E10|KW:delete
1.0,EVT:E1|KW:delete
1.0,COMP:compute_server_external_events|KW:delete
1.0,COMP:openstack_wsgi|KW:delete
1.0,COMP:libvirt_imagecache|KW:delete
1.0,COMP:libvirt_driver|KW:delete
1.0,COMP:compute_manager|KW:delete
1.0,COMP:compute_resource_tracker|KW:delete
1.0,COMP:compute_claims|KW:delete
0.6,EVT:E29|KW:delete
1.0,HOUR:00|KW:build
1.0,FLAG:FAILURE|KW:build
1.0,EVT:E9|KW:build
1.0,EVT:E8|KW:build
1.0,EVT:E7|KW:build
1.0,EVT:E6|KW:build
1.0,EVT:E5|KW:build
1.0,EVT:E42|KW:build
1.0,EVT:E41|KW:build
1.0,EVT:E4|KW:build
1.0,EVT:E37|KW:build
1.0,EVT:E36|KW:build
1.0,EVT:E35|KW:build
1.0,EVT:E34|KW:build
1.0,EVT:E33|KW:build
1.0,EVT:E32|KW:build
1.0,EVT:E31|KW:build
1.0,EVT:E30|KW:build
1.0,EVT:E3|KW:build
1.0,EVT:E28|KW:build
1.0,EVT:E27|KW:build
1.0,EVT:E25|KW:build
1.0,EVT:E26|KW:build
1.0,EVT:E24|KW:build
1.0,EVT:E23|KW:build
1.0,EVT:E2|KW:build
1.0,EVT:E22|KW:build
1.0,EVT:E21|KW:build
1.0,EVT:E20|KW:build
1.0,EVT:E18|KW:build
1.0,EVT:E19|KW:build
1.0,EVT:E17|KW:build
1.0,EVT:E16|KW:build
1.0,COMP:wsgi_server|KW:build
1.0,EVT:E15|KW:build
1.0,EVT:E14|KW:build
1.0,EVT:E13|KW:build
1.0,EVT:E12|KW:build
1.0,EVT:E11|KW:build
1.0,EVT:E10|KW:build
1.0,EVT:E1|KW:build
1.0,COMP:compute_server_external_events|KW:build
1.0,COMP:openstack_wsgi|KW:build
1.0,COMP:libvirt_imagecache|KW:build
1.0,COMP:libvirt_driver|KW:build
1.0,COMP:compute_manager|KW:build
1.0,COMP:compute_resource_tracker|KW:build
1.0,COMP:compute_claims|KW:build
0.6,EVT:E29|KW:build
1.0,FLAG:FAILURE|HOUR:00
1.0,EVT:E9|HOUR:00
1.0,EVT:E8|HOUR:00
1.0,EVT:E7|HOUR:00
1.0,EVT:E6|HOUR:00
1.0,EVT:E5|HOUR:00
1.0,EVT:E42|HOUR:00
1.0,EVT:E41|HOUR:00
1.0,EVT:E4|HOUR:00
1.0,EVT:E37|HOUR:00
1.0,EVT:E36|HOUR:00
1.0,EVT:E35|HOUR:00
1.0,EVT:E34|HOUR:00
1.0,EVT:E33|HOUR:00
1.0,EVT:E32|HOUR:00
1.0,EVT:E31|HOUR:00
1.0,EVT:E30|HOUR:00
1.0,EVT:E3|HOUR:00
1.0,EVT:E28|HOUR:00
1.0,EVT:E27|HOUR:00
1.0,EVT:E25|HOUR:00
1.0,EVT:E26|HOUR:00
1.0,EVT:E24|HOUR:00
1.0,EVT:E23|HOUR:00
1.0,EVT:E2|HOUR:00
1.0,EVT:E22|HOUR:00
1.0,EVT:E21|HOUR:00
1.0,EVT:E20|HOUR:00
1.0,EVT:E18|HOUR:00
1.0,EVT:E19|HOUR:00
1.0,EVT:E17|HOUR:00
1.0,EVT:E16|HOUR:00
1.0,COMP:wsgi_server|HOUR:00
1.0,EVT:E15|HOUR:00
1.0,EVT:E14|HOUR:00
1.0,EVT:E13|HOUR:00
1.0,EVT:E12|HOUR:00
1.0,EVT:E11|HOUR:00
1.0,EVT:E10|HOUR:00
1.0,EVT:E1|HOUR:00
1.0,COMP:compute_server_external_events|HOUR:00
1.0,COMP:openstack_wsgi|HOUR:00
1.0,COMP:libvirt_imagecache|HOUR:00
1.0,COMP:libvirt_driver|HOUR:00
1.0,COMP:compute_manager|HOUR:00
1.0,COMP:compute_resource_tracker|HOUR:00
1.0,COMP:compute_claims|HOUR:00
0.6,EVT:E29|HOUR:00
1.0,EVT:E9|FLAG:FAILURE
1.0,EVT:E8|FLAG:FAILURE
1.0,EVT:E7|FLAG:FAILURE
1.0,EVT:E6|FLAG:FAILURE
1.0,EVT:E5|FLAG:FAILURE
1.0,EVT:E42|FLAG:FAILURE
1.0,EVT:E41|FLAG:FAILURE
1.0,EVT:E4|FLAG:FAILURE
1.0,EVT:E37|FLAG:FAILURE
1.0,EVT:E36|FLAG:FAILURE
1.0,EVT:E35|FLAG:FAILURE
1.0,EVT:E34|FLAG:FAILURE
1.0,EVT:E33|FLAG:FAILURE
1.0,EVT:E32|FLAG:FAILURE
1.0,EVT:E31|FLAG:FAILURE
1.0,EVT:E30|FLAG:FAILURE
1.0,EVT:E3|FLAG:FAILURE
1.0,EVT:E28|FLAG:FAILURE
1.0,EVT:E27|FLAG:FAILURE
1.0,EVT:E25|FLAG:FAILURE
1.0,EVT:E26|FLAG:FAILURE
1.0,EVT:E24|FLAG:FAILURE
1.0,EVT:E23|FLAG:FAILURE
1.0,EVT:E2|FLAG:FAILURE
1.0,EVT:E22|FLAG:FAILURE
1.0,EVT:E21|FLAG:FAILURE
1.0,EVT:E20|FLAG:FAILURE
1.0,EVT:E18|FLAG:FAILURE
1.0,EVT:E19|FLAG:FAILURE
1.0,EVT:E17|FLAG:FAILURE
1.0,EVT:E16|FLAG:FAILURE
1.0,COMP:wsgi_server|FLAG:FAILURE
1.0,EVT:E15|FLAG:FAILURE
1.0,EVT:E14|FLAG:FAILURE
1.0,EVT:E13|FLAG:FAILURE
1.0,EVT:E12|FLAG:FAILURE
1.0,EVT:E11|FLAG:FAILURE
1.0,EVT:E10|FLAG:FAILURE
1.0,EVT:E1|FLAG:FAILURE
1.0,COMP:compute_server_external_events|FLAG:FAILURE
1.0,COMP:openstack_wsgi|FLAG:FAILURE
1.0,COMP:libvirt_imagecache|FLAG:FAILURE
1.0,COMP:libvirt_driver|FLAG:FAILURE
1.0,COMP:compute_manager|FLAG:FAILURE
1.0,COMP:compute_resource_tracker|FLAG:FAILURE
1.0,COMP:compute_claims|FLAG:FAILURE
0.6,EVT:E29|FLAG:FAILURE
1.0,EVT:E8|EVT:E9
1.0,EVT:E7|EVT:E9
1.0,EVT:E6|EVT:E9
1.0,EVT:E5|EVT:E9
1.0,EVT:E42|EVT:E9
1.0,EVT:E41|EVT:E9
1.0,EVT:E4|EVT:E9
1.0,EVT:E37|EVT:E9
1.0,EVT:E36|EVT:E9
1.0,EVT:E35|EVT:E9
1.0,EVT:E34|EVT:E9
1.0,EVT:E33|EVT:E9
1.0,EVT:E32|EVT:E9
1.0,EVT:E31|EVT:E9
1.0,EVT:E30|EVT:E9
1.0,EVT:E3|EVT:E9
1.0,EVT:E28|EVT:E9
1.0,EVT:E27|EVT:E9
1.0,EVT:E25|EVT:E9
1.0,EVT:E26|EVT:E9
1.0,EVT:E24|EVT:E9
1.0,EVT:E23|EVT:E9
1.0,EVT:E2|EVT:E9
1.0,EVT:E22|EVT:E9
1.0,EVT:E21|EVT:E9
1.0,EVT:E20|EVT:E9
1.0,EVT:E18|EVT:E9
1.0,EVT:E19|EVT:E9
1.0,EVT:E17|EVT:E9
1.0,EVT:E16|EVT:E9
1.0,COMP:wsgi_server|EVT:E9
1.0,EVT:E15|EVT:E9
1.0,EVT:E14|EVT:E9
1.0,EVT:E13|EVT:E9
1.0,EVT:E12|EVT:E9
1.0,EVT:E11|EVT:E9
1.0,EVT:E10|EVT:E9
1.0,EVT:E1|EVT:E9
1.0,COMP:compute_server_external_events|EVT:E9
1.0,COMP:openstack_wsgi|EVT:E9
1.0,COMP:libvirt_imagecache|EVT:E9
1.0,COMP:libvirt_driver|EVT:E9
1.0,COMP:compute_manager|EVT:E9
1.0,COMP:compute_resource_tracker|EVT:E9
1.0,COMP:compute_claims|EVT:E9
0.6,EVT:E29|EVT:E9
1.0,EVT:E7|EVT:E8
1.0,EVT:E6|EVT:E8
1.0,EVT:E5|EVT:E8
1.0,EVT:E42|EVT:E8
1.0,EVT:E41|EVT:E8
1.0,EVT:E4|EVT:E8
1.0,EVT:E37|EVT:E8
1.0,EVT:E36|EVT:E8
1.0,EVT:E35|EVT:E8
1.0,EVT:E34|EVT:E8
1.0,EVT:E33|EVT:E8
1.0,EVT:E32|EVT:E8
1.0,EVT:E31|EVT:E8
1.0,EVT:E30|EVT:E8
1.0,EVT:E3|EVT:E8
1.0,EVT:E28|EVT:E8
1.0,EVT:E27|EVT:E8
1.0,EVT:E25|EVT:E8
1.0,EVT:E26|EVT:E8
1.0,EVT:E24|EVT:E8
1.0,EVT:E23|EVT:E8
1.0,EVT:E2|EVT:E8
1.0,EVT:E22|EVT:E8
1.0,EVT:E21|EVT:E8
1.0,EVT:E20|EVT:E8
1.0,EVT:E18|EVT:E8
1.0,EVT:E19|EVT:E8
1.0,EVT:E17|EVT:E8
1.0,EVT:E16|EVT:E8
1.0,COMP:wsgi_server|EVT:E8
1.0,EVT:E15|EVT:E8
1.0,EVT:E14|EVT:E8
1.0,EVT:E13|EVT:E8
1.0,EVT:E12|EVT:E8
1.0,EVT:E11|EVT:E8
1.0,EVT:E10|EVT:E8
1.0,EVT:E1|EVT:E8
1.0,COMP:compute_server_external_events|EVT:E8
1.0,COMP:openstack_wsgi|EVT:E8
1.0,COMP:libvirt_imagecache|EVT:E8
1.0,COMP:libvirt_driver|EVT:E8
1.0,COMP:compute_manager|EVT:E8
1.0,COMP:compute_resource_tracker|EVT:E8
1.0,COMP:compute_claims|EVT:E8
0.6,EVT:E29|EVT:E8
1.0,EVT:E6|EVT:E7
1.0,EVT:E5|EVT:E7
1.0,EVT:E42|EVT:E7
1.0,EVT:E41|EVT:E7
1.0,EVT:E4|EVT:E7
1.0,EVT:E37|EVT:E7
1.0,EVT:E36|EVT:E7
1.0,EVT:E35|EVT:E7
1.0,EVT:E34|EVT:E7
1.0,EVT:E33|EVT:E7
1.0,EVT:E32|EVT:E7
1.0,EVT:E31|EVT:E7
1.0,EVT:E30|EVT:E7
1.0,EVT:E3|EVT:E7
1.0,EVT:E28|EVT:E7
1.0,EVT:E27|EVT:E7
1.0,EVT:E25|EVT:E7
1.0,EVT:E26|EVT:E7
1.0,EVT:E24|EVT:E7
1.0,EVT:E23|EVT:E7
1.0,EVT:E2|EVT:E7
1.0,EVT:E22|EVT:E7
1.0,EVT:E21|EVT:E7
1.0,EVT:E20|EVT:E7
1.0,EVT:E18|EVT:E7
1.0,EVT:E19|EVT:E7
1.0,EVT:E17|EVT:E7
1.0,EVT:E16|EVT:E7
1.0,COMP:wsgi_server|EVT:E7
1.0,EVT:E15|EVT:E7
1.0,EVT:E14|EVT:E7
1.0,EVT:E13|EVT:E7
1.0,EVT:E12|EVT:E7
1.0,EVT:E11|EVT:E7
1.0,EVT:E10|EVT:E7
1.0,EVT:E1|EVT:E7
1.0,COMP:compute_server_external_events|EVT:E7
1.0,COMP:openstack_wsgi|EVT:E7
1.0,COMP:libvirt_imagecache|EVT:E7
1.0,COMP:libvirt_driver|EVT:E7
1.0,COMP:compute_manager|EVT:E7
1.0,COMP:compute_resource_tracker|EVT:E7
1.0,COMP:compute_claims|EVT:E7
0.6,EVT:E29|EVT:E7
1.0,EVT:E5|EVT:E6
1.0,EVT:E42|EVT:E6
1.0,EVT:E41|EVT:E6
1.0,EVT:E4|EVT:E6
1.0,EVT:E37|EVT:E6
1.0,EVT:E36|EVT:E6
1.0,EVT:E35|EVT:E6
1.0,EVT:E34|EVT:E6
1.0,EVT:E33|EVT:E6
1.0,EVT:E32|EVT:E6
1.0,EVT:E31|EVT:E6
1.0,EVT:E30|EVT:E6
1.0,EVT:E3|EVT:E6
1.0,EVT:E28|EVT:E6
1.0,EVT:E27|EVT:E6
1.0,EVT:E25|EVT:E6
1.0,EVT:E26|EVT:E6
1.0,EVT:E24|EVT:E6
1.0,EVT:E23|EVT:E6
1.0,EVT:E2|EVT:E6
1.0,EVT:E22|EVT:E6
1.0,EVT:E21|EVT:E6
1.0,EVT:E20|EVT:E6
1.0,EVT:E18|EVT:E6
1.0,EVT:E19|EVT:E6
1.0,EVT:E17|EVT:E6
1.0,EVT:E16|EVT:E6
1.0,COMP:wsgi_server|EVT:E6
1.0,EVT:E15|EVT:E6
1.0,EVT:E14|EVT:E6
1.0,EVT:E13|EVT:E6
1.0,EVT:E12|EVT:E6
1.0,EVT:E11|EVT:E6
1.0,EVT:E10|EVT:E6
1.0,EVT:E1|EVT:E6
1.0,COMP:compute_server_external_events|EVT:E6
1.0,COMP:openstack_wsgi|EVT:E6
1.0,COMP:libvirt_imagecache|EVT:E6
1.0,COMP:libvirt_driver|EVT:E6
1.0,COMP:compute_manager|EVT:E6
1.0,COMP:compute_resource_tracker|EVT:E6
1.0,COMP:compute_claims|EVT:E6
0.6,EVT:E29|EVT:E6
1.0,EVT:E42|EVT:E5
1.0,EVT:E41|EVT:E5
1.0,EVT:E4|EVT:E5
1.0,EVT:E37|EVT:E5
1.0,EVT:E36|EVT:E5
1.0,EVT:E35|EVT:E5
1.0,EVT:E34|EVT:E5
1.0,EVT:E33|EVT:E5
1.0,EVT:E32|EVT:E5
1.0,EVT:E31|EVT:E5
1.0,EVT:E30|EVT:E5
1.0,EVT:E3|EVT:E5
1.0,EVT:E28|EVT:E5
1.0,EVT:E27|EVT:E5
1.0,EVT:E25|EVT:E5
1.0,EVT:E26|EVT:E5
1.0,EVT:E24|EVT:E5
1.0,EVT:E23|EVT:E5
1.0,EVT:E2|EVT:E5
1.0,EVT:E22|EVT:E5
1.0,EVT:E21|EVT:E5
1.0,EVT:E20|EVT:E5
1.0,EVT:E18|EVT:E5
1.0,EVT:E19|EVT:E5
1.0,EVT:E17|EVT:E5
1.0,EVT:E16|EVT:E5
1.0,COMP:wsgi_server|EVT:E5
1.0,EVT:E15|EVT:E5
1.0,EVT:E14|EVT:E5
1.0,EVT:E13|EVT:E5
1.0,EVT:E12|EVT:E5
1.0,EVT:E11|EVT:E5
1.0,EVT:E10|EVT:E5
1.0,EVT:E1|EVT:E5
1.0,COMP:compute_server_external_events|EVT:E5
1.0,COMP:openstack_wsgi|EVT:E5
1.0,COMP:libvirt_imagecache|EVT:E5
1.0,COMP:libvirt_driver|EVT:E5
1.0,COMP:compute_manager|EVT:E5
1.0,COMP:compute_resource_tracker|EVT:E5
1.0,COMP:compute_claims|EVT:E5
0.6,EVT:E29|EVT:E5
1.0,EVT:E41|EVT:E42
1.0,EVT:E4|EVT:E42
1.0,EVT:E37|EVT:E42
1.0,EVT:E36|EVT:E42
1.0,EVT:E35|EVT:E42
1.0,EVT:E34|EVT:E42
1.0,EVT:E33|EVT:E42
1.0,EVT:E32|EVT:E42
1.0,EVT:E31|EVT:E42
1.0,EVT:E30|EVT:E42
1.0,EVT:E3|EVT:E42
1.0,EVT:E28|EVT:E42
1.0,EVT:E27|EVT:E42
1.0,EVT:E25|EVT:E42
1.0,EVT:E26|EVT:E42
1.0,EVT:E24|EVT:E42
1.0,EVT:E23|EVT:E42
1.0,EVT:E2|EVT:E42
1.0,EVT:E22|EVT:E42
1.0,EVT:E21|EVT:E42
1.0,EVT:E20|EVT:E42
1.0,EVT:E18|EVT:E42
1.0,EVT:E19|EVT:E42
1.0,EVT:E17|EVT:E42
1.0,EVT:E16|EVT:E42
1.0,COMP:wsgi_server|EVT:E42
1.0,EVT:E15|EVT:E42
1.0,EVT:E14|EVT:E42
1.0,EVT:E13|EVT:E42
1.0,EVT:E12|EVT:E42
1.0,EVT:E11|EVT:E42
1.0,EVT:E10|EVT:E42
1.0,EVT:E1|EVT:E42
1.0,COMP:compute_server_external_events|EVT:E42
1.0,COMP:openstack_wsgi|EVT:E42
1.0,COMP:libvirt_imagecache|EVT:E42
1.0,COMP:libvirt_driver|EVT:E42
1.0,COMP:compute_manager|EVT:E42
1.0,COMP:compute_resource_tracker|EVT:E42
1.0,COMP:compute_claims|EVT:E42
0.6,EVT:E29|EVT:E42
1.0,EVT:E4|EVT:E41
1.0,EVT:E37|EVT:E41
1.0,EVT:E36|EVT:E41
1.0,EVT:E35|EVT:E41
1.0,EVT:E34|EVT:E41
1.0,EVT:E33|EVT:E41
1.0,EVT:E32|EVT:E41
1.0,EVT:E31|EVT:E41
1.0,EVT:E30|EVT:E41
1.0,EVT:E3|EVT:E41
1.0,EVT:E28|EVT:E41
1.0,EVT:E27|EVT:E41
1.0,EVT:E25|EVT:E41
1.0,EVT:E26|EVT:E41
1.0,EVT:E24|EVT:E41
1.0,EVT:E23|EVT:E41
1.0,EVT:E2|EVT:E41
1.0,EVT:E22|EVT:E41
1.0,EVT:E21|EVT:E41
1.0,EVT:E20|EVT:E41
1.0,EVT:E18|EVT:E41
1.0,EVT:E19|EVT:E41
